出発駅,出発路線,到着駅,到着路線,最短営業キロ,運賃_きっぷ,運賃_IC
溜池山王/国会議事堂前,銀座線/丸ノ内線/千代田線/南北線,護国寺,有楽町線,6.7,210,209
溜池山王/国会議事堂前,銀座線/丸ノ内線/千代田線/南北線,江戸川橋,有楽町線,5.4,180,178
溜池山王/国会議事堂前,銀座線/丸ノ内線/千代田線/南北線,市ケ谷,有楽町線/南北線,2.7,180,178
溜池山王/国会議事堂前,銀座線/丸ノ内線/千代田線/南北線,麴町,有楽町線,1.8,180,178
溜池山王/国会議事堂前,銀座線/丸ノ内線/千代田線/南北線,桜田門,有楽町線,1.8,180,178
溜池山王/国会議事堂前,銀座線/丸ノ内線/千代田線/南北線,月島,有楽町線,3.7,180,178
溜池山王/国会議事堂前,銀座線/丸ノ内線/千代田線/南北線,豊洲,有楽町線,5.1,180,178
溜池山王/国会議事堂前,銀座線/丸ノ内線/千代田線/南北線,辰巳,有楽町線,6.8,210,209
溜池山王/国会議事堂前,銀座線/丸ノ内線/千代田線/南北線,新木場,有楽町線,8.3,210,209
溜池山王/国会議事堂前,銀座線/丸ノ内線/千代田線/南北線,半蔵門,半蔵門線,1.9,180,178
溜池山王/国会議事堂前,銀座線/丸ノ内線/千代田線/南北線,神保町,半蔵門線,3.9,180,178
溜池山王/国会議事堂前,銀座線/丸ノ内線/千代田線/南北線,清澄白河,半蔵門線,6.2,210,209
溜池山王/国会議事堂前,銀座線/丸ノ内線/千代田線/南北線,住吉,半蔵門線,8.1,210,209
溜池山王/国会議事堂前,銀座線/丸ノ内線/千代田線/南北線,錦糸町,半蔵門線,9.1,210,209
溜池山王/国会議事堂前,銀座線/丸ノ内線/千代田線/南北線,押上,半蔵門線,10.5,210,209
溜池山王/国会議事堂前,銀座線/丸ノ内線/千代田線/南北線,目黒,南北線,5.7,180,178
溜池山王/国会議事堂前,銀座線/丸ノ内線/千代田線/南北線,白金台,南北線,4.4,180,178
溜池山王/国会議事堂前,銀座線/丸ノ内線/千代田線/南北線,白金高輪,南北線,3.4,180,178
溜池山王/国会議事堂前,銀座線/丸ノ内線/千代田線/南北線,麻布十番,南北線,2.1,180,178
溜池山王/国会議事堂前,銀座線/丸ノ内線/千代田線/南北線,六本木一丁目,南北線,0.9,180,178
溜池山王/国会議事堂前,銀座線/丸ノ内線/千代田線/南北線,東大前,南北線,6.5,210,209
溜池山王/国会議事堂前,銀座線/丸ノ内線/千代田線/南北線,本駒込,南北線,7.4,210,209
溜池山王/国会議事堂前,銀座線/丸ノ内線/千代田線/南北線,駒込,南北線,8.8,210,209
溜池山王/国会議事堂前,銀座線/丸ノ内線/千代田線/南北線,西ケ原,南北線,10.2,210,209
溜池山王/国会議事堂前,銀座線/丸ノ内線/千代田線/南北線,王子,南北線,11.2,260,252
溜池山王/国会議事堂前,銀座線/丸ノ内線/千代田線/南北線,王子神谷,南北線,12.4,260,252
溜池山王/国会議事堂前,銀座線/丸ノ内線/千代田線/南北線,志茂,南北線,14.0,260,252
溜池山王/国会議事堂前,銀座線/丸ノ内線/千代田線/南北線,赤羽岩淵,南北線,15.1,260,252
溜池山王/国会議事堂前,銀座線/丸ノ内線/千代田線/南北線,雑司が谷,副都心線,8.3,210,209
溜池山王/国会議事堂前,銀座線/丸ノ内線/千代田線/南北線,西早稲田,副都心線,6.8,210,209
溜池山王/国会議事堂前,銀座線/丸ノ内線/千代田線/南北線,東新宿,副都心線,5.9,180,178
溜池山王/国会議事堂前,銀座線/丸ノ内線/千代田線/南北線,北参道,副都心線,5.4,180,178
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,青山一丁目,銀座線/半蔵門線,1.3,180,178
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,外苑前,銀座線,2.0,180,178
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,表参道,銀座線/千代田線/半蔵門線,2.7,180,178
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,渋谷,銀座線/半蔵門線/副都心線,4.0,180,178
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,池袋,丸ノ内線/有楽町線/副都心線,7.8,210,209
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,新大塚,丸ノ内線,7.3,210,209
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,茗荷谷,丸ノ内線,6.1,210,209
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,後楽園,丸ノ内線/南北線,4.3,180,178
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,本郷三丁目,丸ノ内線,5.1,180,178
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,御茶ノ水,丸ノ内線,5.0,180,178
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,淡路町/新御茶ノ水,丸ノ内線/千代田線,4.2,180,178
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,大手町,丸ノ内線/東西線/千代田線/半蔵門線,3.3,180,178
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,東京,丸ノ内線,3.4,180,178
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,霞ケ関,丸ノ内線/日比谷線/千代田線,1.6,180,178
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,四ツ谷,丸ノ内線/南北線,1.3,180,178
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,四谷三丁目,丸ノ内線,2.3,180,178
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,新宿御苑前,丸ノ内線,3.2,180,178
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,新宿三丁目,丸ノ内線/副都心線,3.9,180,178
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,新宿,丸ノ内線,4.2,180,178
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,西新宿,丸ノ内線,5.0,180,178
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,中野坂上,丸ノ内線,6.1,210,209
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,新中野,丸ノ内線,7.2,210,209
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,東高円寺,丸ノ内線,8.2,210,209
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,新高円寺,丸ノ内線,9.1,210,209
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,南阿佐ケ谷,丸ノ内線,10.3,210,209
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,荻窪,丸ノ内線,11.8,260,252
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,中野新橋,丸ノ内線支線,7.4,210,209
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,中野富士見町,丸ノ内線支線,8.0,210,209
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,方南町,丸ノ内線支線,9.3,210,209
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,北千住,日比谷線/千代田線,12.2,260,252
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,南千住,日比谷線,10.1,210,209
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,三ノ輪,日比谷線,9.3,210,209
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,入谷,日比谷線,8.1,210,209
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,秋葉原,日比谷線,6.6,210,209
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,小伝馬町,日比谷線,5.7,180,178
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,人形町/水天宮前,日比谷線/半蔵門線,5.1,180,178
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,茅場町,日比谷線/東西線,4.2,180,178
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,八丁堀,日比谷線,4.0,180,178
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,築地/新富町,日比谷線/有楽町線,3.0,180,178
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,東銀座,日比谷線,2.7,180,178
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,日比谷/有楽町,日比谷線/千代田線/有楽町線,1.9,180,178
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,神谷町,日比谷線,2.0,180,178
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,六本木,日比谷線,3.5,180,178
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,広尾,日比谷線,5.2,180,178
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,恵比寿,日比谷線,6.7,210,209
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,中目黒,日比谷線,7.7,210,209
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,中野,東西線,10.9,210,209
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,落合,東西線,8.9,210,209
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,高田馬場,東西線,7.0,210,209
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,早稲田,東西線,5.3,180,178
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,神楽坂,東西線,4.1,180,178
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,飯田橋,東西線/有楽町線/南北線,2.9,180,178
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,九段下,東西線/半蔵門線,2.6,180,178
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,竹橋,東西線,3.6,180,178
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,門前仲町,東西線,6.0,180,178
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,木場,東西線,7.1,210,209
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,東陽町,東西線,8.0,210,209
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,南砂町,東西線,9.2,210,209
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,西葛西,東西線,11.9,260,252
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,葛西,東西線,13.1,260,252
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,浦安,東西線,15.0,260,252
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,南行徳,東西線,16.2,260,252
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,行徳,東西線,17.7,260,252
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,妙典,東西線,19.0,260,252
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,原木中山,東西線,21.1,300,293
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,西船橋,東西線,23.0,300,293
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,北綾瀬,千代田線,16.8,260,252
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,綾瀬,千代田線,14.7,260,252
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,町屋,千代田線,10.2,210,209
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,西日暮里,千代田線,8.5,210,209
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,千駄木,千代田線,7.6,210,209
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,根津,千代田線,6.6,210,209
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,湯島,千代田線,5.4,180,178
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,二重橋前,千代田線,2.6,180,178
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,赤坂,千代田線,1.7,180,178
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,乃木坂,千代田線,2.8,180,178
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,明治神宮前,千代田線/副都心線,3.6,180,178
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,代々木公園,千代田線,4.8,180,178
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,代々木上原,千代田線,5.8,180,178
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,和光市,有楽町線,19.3,300,293
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,地下鉄成増,有楽町線,17.1,260,252
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,地下鉄赤塚,有楽町線,15.7,260,252
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,平和台,有楽町線,13.9,260,252
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,氷川台,有楽町線,12.5,260,252
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,小竹向原,有楽町線/副都心線,11.0,210,209
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,千川,有楽町線/副都心線,10.0,210,209
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,要町,有楽町線/副都心線,9.0,210,209
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,東池袋,有楽町線,6.9,210,209
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,護国寺,有楽町線,5.8,180,178
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,江戸川橋,有楽町線,4.5,180,178
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,市ケ谷,有楽町線/南北線,1.8,180,178
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,麴町,有楽町線,0.9,180,178
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,桜田門,有楽町線,0.9,180,178
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,月島,有楽町線,4.3,180,178
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,豊洲,有楽町線,5.7,180,178
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,辰巳,有楽町線,7.4,210,209
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,新木場,有楽町線,8.9,210,209
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,半蔵門,半蔵門線,1.0,180,178
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,神保町,半蔵門線,3.0,180,178
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,清澄白河,半蔵門線,6.8,210,209
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,住吉,半蔵門線,8.7,210,209
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,錦糸町,半蔵門線,9.7,210,209
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,押上,半蔵門線,11.1,260,252
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,目黒,南北線,6.6,210,209
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,白金台,南北線,5.3,180,178
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,白金高輪,南北線,4.3,180,178
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,麻布十番,南北線,3.0,180,178
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,六本木一丁目,南北線,1.8,180,178
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,東大前,南北線,5.6,180,178
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,本駒込,南北線,6.5,210,209
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,駒込,南北線,7.9,210,209
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,西ケ原,南北線,9.3,210,209
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,王子,南北線,10.3,210,209
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,王子神谷,南北線,11.5,260,252
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,志茂,南北線,13.1,260,252
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,赤羽岩淵,南北線,14.2,260,252
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,雑司が谷,副都心線,7.4,210,209
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,西早稲田,副都心線,5.9,180,178
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,東新宿,副都心線,5.0,180,178
赤坂見附/永田町,銀座線/丸ノ内線/有楽町線/半蔵門線/南北線,北参道,副都心線,4.8,180,178
青山一丁目,銀座線/半蔵門線,外苑前,銀座線,0.7,180,178
青山一丁目,銀座線/半蔵門線,表参道,銀座線/千代田線/半蔵門線,1.4,180,178
青山一丁目,銀座線/半蔵門線,渋谷,銀座線/半蔵門線/副都心線,2.7,180,178
青山一丁目,銀座線/半蔵門線,池袋,丸ノ内線/有楽町線/副都心線,9.1,210,209
青山一丁目,銀座線/半蔵門線,新大塚,丸ノ内線,8.6,210,209
青山一丁目,銀座線/半蔵門線,茗荷谷,丸ノ内線,7.4,210,209
青山一丁目,銀座線/半蔵門線,後楽園,丸ノ内線/南北線,5.6,180,178
青山一丁目,銀座線/半蔵門線,本郷三丁目,丸ノ内線,6.4,210,209
青山一丁目,銀座線/半蔵門線,御茶ノ水,丸ノ内線,6.3,210,209
